ID;Price Guide Sequence;Product Line;Product Name;Price (Non UPH Products);Price Grade 02;Price Grade 03;Price Grade 04;Price Grade 05;Price Grade 06;Price Grade 07;Price Grade 08;Price Grade 09;Price Grade 10;Price Grade 11;Price Grade 12;Price Grade 13;Price Optional Armpad or Armcap - Polyurethane;Price Optional Armcap - Polyurethane;Price Optional ArmPAD - Polyurethane;Price Optional Armpad or Armcap - Solid Surface;Price Optional Armcap - Solid Surface;Price Optional ArmPAD - Solid Surface;Price Optional Casters;Price Optional Swivel Tablet;Price Optional Chrome Finish;Price Optional Ganging Brackets;Price Optional Power Unit;Price Optional Bevel Edge;Price Optional Shelf;Country of Origin
SV1101;1;Savoy;Guest Chair;;1.281;1.561;1.615;1.684;1.782;1.926;2.123;2.402;2.775;3.223;3.806;4.563;0;0;;340;340;;;;;;;;;US
SV1201;2;Savoy;Oversize Guest Chair;;1.443;1.793;1.861;1.947;2.07;2.249;2.496;2.844;3.31;3.871;4.599;5.546;0;0;;340;340;;;;;;;;;US
SV1401;3;Savoy;Bariatric Chair;;1.939;2.289;2.357;2.443;2.566;2.745;2.992;3.34;3.806;4.367;5.095;6.042;0;0;;340;340;;;;;;;;;US
SV1501;4;Savoy;Loveseat;;1.841;2.191;2.259;2.345;2.468;2.647;2.894;3.242;3.708;4.269;4.997;5.944;0;0;;340;340;;;;;;;;;US
SV2103;5;Savoy;2 Seats with Center Arm;;2.325;2.815;2.91;3.03;3.202;3.454;3.799;4.286;4.939;5.724;6.743;8.068;0;0;;510;510;;;;;;;;;US
SV3103;6;Savoy;3 Seats with Center Arms;;3.371;4.054;4.185;4.353;4.593;4.943;5.424;6.102;7.011;8.104;9.525;11.37;0;0;;680;680;;;;;;;;;US
SV4103;7;Savoy;4 Seats with Center Arms;;4.416;5.256;5.418;5.625;5.919;6.35;6.942;7.777;8.896;10.242;11.99;14.261;0;0;;850;850;;;;;;;;;US
SV5103;8;Savoy;5 Seats with Center Arms;;5.46;6.51;6.712;6.971;7.339;7.878;8.618;9.661;11.06;12.742;14.927;17.767;0;0;;1020;1020;;;;;;;;;US
SV2201;9;Savoy;2 Chairs with Connecting Center Table;;2.92;3.48;3.588;3.726;3.922;4.21;4.604;5.161;5.907;6.804;7.969;9.484;0;0;;680;680;;;;;;222;;;US
SV0620;10;Savoy;End Table;575;;;;;;;;;;;;;;;;;;;;;;;222;;;US
SV0624;11;Savoy;Corner Table;671;;;;;;;;;;;;;;;;;;;;;;;222;;;US
SV0840;12;Savoy;Coffee Table;742;;;;;;;;;;;;;;;;;;;;;;;222;;;US
SV0020;13;Savoy;Connecting Center Table;356;;;;;;;;;;;;;;;;;;;;;;;;;;US
SN1101;1;Siena;Guest Chair;;1.597;1.947;2.015;2.101;2.224;2.403;2.65;2.998;3.464;4.025;4.753;5.7;;;;;;;105;467;;;222;;;US
SN1201;2;Siena;Oversize Guest Chair;;1.807;2.227;2.308;2.412;2.559;2.774;3.07;3.488;4.047;4.72;5.594;6.73;;;;;;;105;467;;;222;;;US
SN1102;3;Siena;Armless Guest Chair;;1.157;1.367;1.408;1.46;1.533;1.641;1.789;1.998;2.277;2.614;3.051;3.619;;;;;;;105;;;;222;;;US
SN1202;4;Siena;Armless Oversize Guest Chair;;1.369;1.649;1.703;1.772;1.87;2.014;2.211;2.49;2.863;3.311;3.894;4.651;;;;;;;105;;;;222;;;US
SN1501;5;Siena;Loveseat;;2.456;2.946;3.041;3.161;3.333;3.585;3.93;4.417;5.07;5.855;6.874;8.199;;;;;;;;467;;;222;;;US
SN1502;6;Siena;Armless Loveseat;;2.009;2.359;2.427;2.513;2.636;2.815;3.062;3.41;3.876;4.437;5.165;6.112;;;;;;;;;;;222;;;US
SN2101;7;Siena;2 Seat Sofa;;2.757;3.317;3.425;3.563;3.759;4.047;4.441;4.998;5.744;6.641;7.806;9.321;;;;;;;;467;;;222;;;US
SN2102;8;Siena;2 Seat Sofa - Armless;;2.316;2.736;2.817;2.921;3.068;3.283;3.579;3.997;4.556;5.229;6.103;7.239;;;;;;;;;;;222;;;US
SN2103;9;Siena;2 Seats with Center Arm;;2.965;3.595;3.717;3.872;4.093;4.416;4.86;5.486;6.325;7.334;8.645;10.349;;;;;;;;467;;;222;;;US
SN3101;10;Siena;3 Seat Sofa;;3.915;4.685;4.834;5.023;5.293;5.688;6.231;6.996;8.022;9.255;10.858;12.94;;;;;;;;467;;;222;;;US
SN3102;11;Siena;3 Seat Sofa - Armless;;3.475;4.105;4.227;4.382;4.603;4.926;5.37;5.996;6.835;7.844;9.155;10.859;;;;;;;;;;;222;;;US
SN3103;12;Siena;3 Seats with Center Arms;;4.331;5.241;5.417;5.64;5.96;6.427;7.068;7.972;9.184;10.642;12.536;14.997;;;;;;;;467;;;222;;;US
SN4101;13;Siena;4 Seat Sofa;;5.075;6.055;6.244;6.485;6.829;7.332;8.022;8.996;10.302;11.872;13.911;16.561;;;;;;;;467;;;222;;;US
SN4102;14;Siena;4 Seat Sofa - Armless;;4.634;5.474;5.636;5.843;6.137;6.568;7.16;7.995;9.114;10.46;12.208;14.479;;;;;;;;;;;222;;;US
SN4103;15;Siena;4 Seats with Center Arms;;5.697;6.887;7.116;7.409;7.826;8.437;9.276;10.458;12.043;13.95;16.426;19.644;;;;;;;;467;;;222;;;US
SN5101;16;Siena;5 Seat Sofa;;6.234;7.424;7.653;7.946;8.363;8.974;9.813;10.995;12.58;14.487;16.963;20.181;;;;;;;;467;;;222;;;US
SN5102;17;Siena;5 Seat Sofa - Armless;;5.794;6.844;7.046;7.305;7.673;8.212;8.952;9.995;11.394;13.076;15.261;18.101;;;;;;;;;;;222;;;US
SN5103;18;Siena;5 Seats with Center Arms;;7.065;8.535;8.818;9.18;9.695;10.45;11.486;12.947;14.905;17.26;20.319;24.294;;;;;;;;467;;;222;;;US
SN1001;19;Siena;Ottoman;;763;886;910;940;983;1.046;1.132;1.254;1.417;1.613;1.868;2.199;;;;;;;;;;;222;;;US
SN1003;20;Siena;Ottoman with Lid;;998;1.138;1.165;1.2;1.249;1.321;1.419;1.559;1.745;1.969;2.261;2.639;;;;;;;;;;;;;;US
SN6001;21;Siena;Loveseat Bench;;1.318;1.476;1.506;1.545;1.6;1.681;1.792;1.949;2.158;2.411;2.738;3.164;;;;;;;;;;;222;;;US
SN2001;22;Siena;2 Seat Bench;;1.526;1.772;1.82;1.88;1.966;2.092;2.264;2.508;2.834;3.226;3.736;4.398;;;;;;;;;;;222;;;US
SN3001;23;Siena;3 Seat Bench;;2.29;2.659;2.731;2.821;2.95;3.139;3.397;3.763;4.252;4.84;5.605;6.598;;;;;;;;;;;222;;;US
SN4001;24;Siena;4 Seat Bench;;3.055;3.547;3.643;3.763;3.935;4.187;4.531;5.019;5.671;6.455;7.475;8.799;;;;;;;;;;;222;;;US
SN5001;25;Siena;5 Seat Bench;;3.818;4.433;4.553;4.703;4.918;5.233;5.663;6.273;7.088;8.068;9.343;10.998;;;;;;;;;;;222;;;US
SN0620;26;Siena;End Table - Glass Top ;758;;;;;;;;;;;;;;;;;;;;;;;;;;TW
SN0840;27;Siena;Coffee Table - Glass Top ;913;;;;;;;;;;;;;;;;;;;;;;;;;;TW
SN0860;28;Siena;Sofa Table - Glass Top ;965;;;;;;;;;;;;;;;;;;;;;;;;;;TW
WF1101;1;Waterfall;Guest Chair - Leg Base;;918;1.032;1.054;1.082;1.122;1.18;1.261;1.374;1.525;1.707;1.944;2.252;85;;85;;;;;;;47;;;;US
WF1131;2;Waterfall;Guest Chair - Sled Base;;962;1.076;1.098;1.126;1.166;1.224;1.305;1.418;1.569;1.751;1.988;2.296;85;;85;;;;;;;47;;;;US
WF1102;3;Waterfall;Armless Guest Chair - Leg Base;;895;1.009;1.031;1.059;1.099;1.157;1.238;1.351;1.502;1.684;1.921;2.229;;;;;;;;;;47;;;;US
WF1132;4;Waterfall;Armless Guest Chair - Sled Base;;940;1.054;1.076;1.104;1.144;1.202;1.283;1.396;1.547;1.729;1.966;2.274;;;;;;;;;;47;;;;US
WF1201;5;Waterfall;Oversize Guest Chair - Leg Base;;1.037;1.177;1.204;1.239;1.288;1.36;1.458;1.598;1.784;2.008;2.3;2.678;85;;85;;;;;;;47;;;;US
WF1231;6;Waterfall;Oversize Guest Chair - Sled Base;;1.098;1.238;1.265;1.3;1.349;1.421;1.519;1.659;1.845;2.069;2.361;2.739;85;;85;;;;;;;47;;;;US
WF1401;7;Waterfall;Bariatric Chair - Leg Base;;1.344;1.537;1.574;1.621;1.689;1.788;1.923;2.115;2.371;2.679;3.08;3.601;85;;85;;;;;;;47;;;;US
WF1431;8;Waterfall;Bariatric Chair - Sled Base;;1.413;1.606;1.643;1.69;1.758;1.857;1.992;2.184;2.44;2.748;3.149;3.67;85;;85;;;;;;;47;;;;US
WF1501;9;Waterfall;Loveseat - Leg Base;;1.492;1.702;1.743;1.795;1.868;1.976;2.124;2.333;2.612;2.949;3.386;3.954;85;;85;;;;;;;47;;;;US
WF1531;10;Waterfall;Loveseat - Sled Base;;1.558;1.768;1.809;1.861;1.934;2.042;2.19;2.399;2.678;3.015;3.452;4.02;85;;85;;;;;;;47;;;;US
WF2001;11;Waterfall;2 Seat Bench;;1.131;1.236;1.257;1.283;1.319;1.373;1.447;1.552;1.691;1.86;2.078;2.362;;;;;;;;;;;;;;US
WF3001;12;Waterfall;3 Seat Bench;;1.455;1.613;1.643;1.682;1.737;1.818;1.929;2.086;2.295;2.548;2.875;3.301;;;;;;;;;;;;;;US
WF0524;13;Waterfall;End Table - Laminate;567;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
WF0525;14;Waterfall;End Table - Solid Surface;1.129;;;;;;;;;;;;;;;;;;;;;;;222;;;US
WF0530;15;Waterfall;"Conversational Table - 30"" Round";717;;;;;;;;;;;;;;;;;;;;;;;222;;;US
WF0080;16;Waterfall;Personal Table;632;;;;;;;;;;;;;;;;;;;;;;;;;;US
WF0090;17;Waterfall;Ganging Brackets - Set of 2;47;;;;;;;;;;;;;;;;;;;;;;;;;;CN
WS1101;1;Weston;Guest Chair;;822;916;934;956;989;1.037;1.102;1.195;1.319;1.468;1.662;1.914;;;;;;;;;;47;;;;US
WS1201;2;Weston;Oversize Guest Chair;;920;1.025;1.046;1.072;1.108;1.162;1.236;1.341;1.48;1.649;1.867;2.151;;;;;;;;;;47;;;;US
WS1102;3;Weston;Armless Guest Chair;;822;916;934;956;989;1.037;1.102;1.195;1.319;1.468;1.662;1.914;;;;;;;;;;47;;;;US
WS2101;4;Weston;2 Seat Sofa;;1.597;1.785;1.821;1.865;1.931;2.027;2.157;2.343;2.591;2.889;3.277;3.781;;;;;;;;;;47;;;;US
WS2103;5;Weston;2 Seats with Center Arm;;1.597;1.785;1.821;1.865;1.931;2.027;2.157;2.343;2.591;2.889;3.277;3.781;;;;;;;;;;47;;;;US
WS3101;6;Weston;3 Seat Sofa;;2.373;2.655;2.709;2.775;2.874;3.018;3.213;3.492;3.864;4.311;4.893;5.649;;;;;;;;;;47;;;;US
WS3103;7;Weston;3 Seats with Center Arms;;2.373;2.655;2.709;2.775;2.874;3.018;3.213;3.492;3.864;4.311;4.893;5.649;;;;;;;;;;47;;;;US
WS4101;8;Weston;4 Seat Sofa;;3.149;3.525;3.597;3.685;3.817;4.009;4.269;4.641;5.137;5.733;6.509;7.517;;;;;;;;;;47;;;;US
WS4103;9;Weston;4 Seats with Center Arms;;3.149;3.525;3.597;3.685;3.817;4.009;4.269;4.641;5.137;5.733;6.509;7.517;;;;;;;;;;47;;;;US
WS5101;10;Weston;5 Seat Sofa;;3.924;4.394;4.484;4.594;4.759;4.999;5.324;5.789;6.409;7.154;8.124;9.384;;;;;;;;;;47;;;;US
WS5103;11;Weston;5 Seats with Center Arms;;3.924;4.394;4.484;4.594;4.759;4.999;5.324;5.789;6.409;7.154;8.124;9.384;;;;;;;;;;47;;;;US
WS2001;14;Weston;2 Seat Bench;;1.038;1.143;1.164;1.19;1.226;1.28;1.354;1.459;1.598;1.767;1.985;2.269;;;;;;;;;;;;;;US
WS3001;15;Weston;3 Seat Bench;;1.453;1.611;1.641;1.68;1.735;1.816;1.927;2.084;2.293;2.546;2.873;3.299;;;;;;;;;;;;;;US
WS0620;16;Weston;End Table;539;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
WS0624;17;Weston;Corner Table;644;;;;;;;;;;;;;;;;;;;;;;;222;;;CN
WS0840;18;Weston;Coffee Table;718;;;;;;;;;;;;;;;;;;;;;;;222;;;US
WL1101;1;Willow;Guest Chair;;1.297;1.507;1.548;1.6;1.673;1.781;1.929;2.138;2.417;2.754;3.191;3.759;;;;;;;;;53;;;;;US
WL1102;2;Willow;Armless Guest Chair;;947;1.07;1.094;1.124;1.167;1.23;1.316;1.438;1.601;1.797;2.052;2.383;;;;;;;;;53;;;;;US
WL1181;3;Willow;Swivel Guest Chair;;1.738;1.948;1.989;2.041;2.114;2.222;2.37;2.579;2.858;3.195;3.632;4.2;;;;;;;;;53;;;;;US
WL1182;4;Willow;Armless Swivel Guest Chair;;1.387;1.51;1.534;1.564;1.607;1.67;1.756;1.878;2.041;2.237;2.492;2.823;;;;;;;;;53;;;;;US
WL1401;5;Willow;Bariatric Chair;;1.54;1.785;1.833;1.893;1.979;2.105;2.277;2.521;2.847;3.24;3.749;4.412;;;;;;;;;53;;;;;US
WL1402;6;Willow;Armless Bariatric Chair;;1.188;1.346;1.376;1.415;1.47;1.551;1.662;1.819;2.028;2.281;2.608;3.034;;;;;;;;;53;;;;;US
WL1501;7;Willow;Loveseat;;1.962;2.26;2.317;2.39;2.495;2.647;2.857;3.153;3.549;4.026;4.645;5.449;;;;;;;;;53;;;;;US
WL1502;8;Willow;Armless Loveseat;;1.61;1.838;1.882;1.938;2.018;2.134;2.295;2.521;2.824;3.188;3.662;4.277;;;;;;;;;53;;;;;US
WL1601;9;Willow;Sofa;;2.664;3.119;3.207;3.319;3.479;3.712;4.033;4.485;5.091;5.82;6.767;7.997;;;;;;;;;53;;;;;US
WL1602;10;Willow;Armless Sofa;;2.313;2.698;2.773;2.867;3.002;3.2;3.471;3.854;4.367;4.983;5.785;6.826;;;;;;;;;53;;;;;US
WL2001;11;Willow;2 Seat Bench;;1.049;1.189;1.216;1.251;1.3;1.372;1.47;1.61;1.796;2.02;2.312;2.69;;;;;;;;;53;;;;;US
WL3001;12;Willow;3 Seat Bench;;1.443;1.636;1.673;1.72;1.788;1.887;2.022;2.214;2.47;2.778;3.179;3.7;;;;;;;;;53;;;;;US
WL0520;13;Willow;End Table - Laminate;557;;;;;;;;;;;;;;;;;;;;;47;;222;;;US
WL0521;14;Willow;End Table - Solid Surface;1.119;;;;;;;;;;;;;;;;;;;;;47;;222;;;US
WL0536;15;Willow;Conversational Table;838;;;;;;;;;;;;;;;;;;;;;47;;222;;;US
WL0080;16;Willow;Personal Table;633;;;;;;;;;;;;;;;;;;;;;140;;;;;US
